2yillik_Bolumler_aciklamali
Sehir;Id;bolum_adi;Tur;Universite;Fakülte;Ogrenim_sekli;Ozellik;2025_Taban_Puan;2025_Taban_Sıralama;2025_Kontenjan;2025_Dolu_Kontenjan;2025_Bos_Kontenjan;2025_Kontenjan_Orani;2025_Sıralama_Degisim_Orani;2025_Ucret;2024_TabanPuani;2024_TabanSıralama;2024_Kontenjan;2024_Dolu_Kontenjan;2024_Bos_Kontenjan;2024_Kontenjan_Orani;2024_Ucret;Aciklama
Şanlıurfa;105090080;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Harran Ü.;Şanlıurfa Sağlık Hizmetleri Meslek Y.O.;Örgün;-;354,6009;369.400;30;30;0;%100,0;-73.906;-;345,2555;443.306;30;30;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;111050276;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Sağlık Bilimleri Ü.;Hamidiye Sağlık Hizmetleri Meslek Y.O.;Örgün;-;354,1076;372.200;40;40;0;%100,0;-79.675;-;344,0230;451.875;60;60;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Ankara;200651812;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Başkent Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;354,0406;372.700;6;6;0;%100,0;-66.150;-;345,9110;438.850;6;6;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Gaziantep;104250913;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Gaziantep Ü.;Sağlık Hizmetleri Meslek Y.O.;Örgün;-;352,9209;379.500;70;70;0;%100,0;-58.040;-;346,1020;437.540;70;70;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Antalya;206410615;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Antalya Bilim Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;352,4651;382.300;8;8;0;%100,0;-35.292;-;349,1484;417.592;8;8;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Malatya;105351122;AĞIZ VE DİŞ SAĞLIĞI;Devlet;İnönü Ü.;Sağlık Hizmetleri Meslek Y.O.;Örgün;-;352,3369;383.100;65;65;0;%100,0;-85.189;-;341,6785;468.289;65;65;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Ankara;208810031;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Lokman Hekim Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;352,1044;384.600;7;7;0;%100,0;-68.942;-;343,7818;453.542;7;7;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Sakarya;108890294;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Sakarya Ü.;Sakarya Sağlık Hizmetleri Meslek Y.O.;Örgün;-;352,0281;385.100;30;30;0;%100,0;-70.887;-;343,4149;455.987;40;40;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Konya;107050263;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Necmettin Erbakan Ü.;Sağlık Hizmetleri Meslek Y.O.;Örgün;-;351,4758;388.400;60;60;0;%100,0;-72.171;-;342,7624;460.571;70;70;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;203150016;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Medipol Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;351,3155;389.300;10;10;0;%100,0;-60.907;-;344,2610;"m
450.207";10;10;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İzmir;105750014;AĞIZ VE DİŞ SAĞLIĞI;Devlet;İzmir Katip Çelebi Ü.;Sağlık Hizmetleri Meslek Y.O.;Örgün;-;351,1377;390.500;50;50;0;%100,0;-60.227;-;344,1910;450.727;75;75;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;203151174;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Medipol Ü.;Meslek Y.O.;Burslu;-;350,3658;395.300;10;10;0;%100,0;-56.483;-;344,0360;451.783;10;10;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Kayseri;204610478;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Nuh Naci Yazgan Ü.;Meslek Y.O.;Burslu;-;349,1861;402.900;7;7;0;%100,0;-42.310;-;"o
344,9800";445.210;6;6;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Isparta;109253328;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Süleyman Demirel Ü.;Isparta Sağlık Hizmetleri Meslek Y.O.;Örgün;-;348,8816;405.100;50;50;0;%100,0;-75.089;-;340,0500;480.189;80;80;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Sivas;102652144;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Sivas Cumhuriyet Ü.;Sağlık Hizmetleri Meslek Y.O.;Örgün;-;347,8326;412.000;40;40;0;%100,0;-101.993;"c
-";335,6243;513.993;70;70;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Bolu;100150714;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Bolu Abant İzzet Baysal Ü.;Mehmet Tanrıkulu Sağlık Hizmetleri Meslek Y.O.;Örgün;-;347,5177;414.000;40;40;0;%100,0;-91.883;-;336,6664;505.883;60;60;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Mersin;205590088;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Toros Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;345,4575;427.800;10;10;0;%100,0;".
-55.110";-;339,6856;482.910;10;10;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;207650335;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Biruni Ü.;Meslek Y.O.;Burslu;-;345,3052;428.800;10;10;0;%100,0;-51.065;-;340,0933;479.865;10;10;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;208450149;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstinye Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;344,3636;435.300;10;10;0;"m
100,0%";-64.590;-;337,4483;499.890;10;10;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İzmir;209610034;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İzmir Tınaztepe Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;344,2826;435.800;10;10;0;%100,0;-44.503;-;340,0340;480.303;8;8;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;206551928;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Üsküdar Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;343,6360;440.000;10;10;0;%100,0;-47.253;-;339,1194;487.253;10;10;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Bingöl;102090082;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Bingöl Ü.;Sağlık Hizmetleri Meslek Y.O.;Örgün;-;343,2620;442.600;40;"i
40";0;%100,0;-82.020;-;334,2719;524.620;60;60;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Nevşehir;203851219;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;Burslu;-;342,9668;445.100;"l
10";10;0;%100,0;-68.737;-;335,6461;513.837;10;10;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Kırıkkale;106650657;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Kırıkkale Ü.;Sağlık Hizmetleri Meslek Y.O.;Örgün;-;342,6210;447.600;50;50;0;%100,0;-99.623;-;331,5619;547.223;70;70;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Karaman;106390087;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Karamanoğlu Mehmetbey Ü.;Sağlık Hizmetleri Meslek Y.O.;Örgün;-;342,3300;"a
449.700";30;30;0;%100,0;-79.590;-;333,6922;529.290;40;40;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Hatay;107790277;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Hatay Mustafa Kemal Ü.;Kırıkhan Meslek Y.O.;Örgün;-;342,3052;449.800;20;20;0;%100,0;-73.630;-;334,4186;523.430;20;20;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Muş;107890083;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Muş Alparslan Ü.;Sağlık Hizmetleri Meslek Y.O.;Örgün;-;"s
342,0926";451.500;30;30;0;%100,0;-92.908;-;331,8944;544.408;30;30;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Tokat;104390079;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Tokat Gaziosmanpaşa Ü.;Tokat Sağlık Hizmetleri Meslek Y.O.;Örgün;-;341,3261;457.000;50;50;0;%100,0;-71.717;-;333,7652;528.717;60;60;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;204790619;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Okan Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;"n
-";341,2777;457.300;4;4;0;%100,0;-73.506;-;333,5056;530.806;4;4;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;209010045;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Fenerbahçe Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;341,1101;458.400;5;5;0;%100,0;-66.441;-;334,2424;524.841;5;5;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Zonguldak;110351186;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Zonguldak Bülent Ecevit Ü.;Ahmet Erdoğan Sağlık Hizmetleri Meslek Y.O.;"u
Örgün";-;340,9414;459.600;50;50;0;%100,0;-122.056;-;327,6090;581.656;75;75;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Afyon;112690288;AĞIZ VE DİŞ SAĞLIĞI;Devlet;Afyonkarahisar Sağlık Bilimleri Ü.;Atatürk Sağlık Hizmetleri Meslek Y.O.;Örgün;-;340,9165;459.800;60;60;0;%100,0;-81.389;-;332,2776;541.189;60;60;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Ankara;209210222;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Ankara Medipol Ü.;".
Sağlık Hizmetleri Meslek Y.O.";Burslu;İng.;340,6375;461.800;10;10;0;%100,0;-611.524;-;286,0549;1.073.324;54;54;-;%100,0;₺112.500,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;202551304;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Bilgi Ü.;Sağlık Hizmetleri Meslek Y.O.;Burslu;-;340,3512;464.000;10;10;0;%100,0;-36.710;-;337,3351;500.710;10;10;-;%100,0;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
